question,Doc,Topic,Probability
Is there any way to attach a statement of explanation while submitting a tax return electronically using Free Fillable Forms?,6524,18,0.6532228589057922
Understanding how this interpretation of kelly criterion helps the trader,6525,26,0.6651877760887146
"What size “nest egg” should my husband and I have, and by what age?",6526,32,0.9218288660049438
One Share Stock Reverse Split,6527,25,0.6857751607894897
Investments other than CDs?,6528,14,0.7481476664543152
"Choosing a vehicle to invest a kid's money on their behalf (college, etc.)?",6529,22,0.7466663718223572
How to calculate years until financial independence?,6530,14,0.46351170539855957
Negative interest rates and search for yield ,6531,34,0.5742072463035583
"Invest in (say, index funds) vs spending all money on home?",6532,22,0.46806442737579346
What are a few sites that make it easy to invest in high interest rate mutual funds?,6533,19,0.38353973627090454
Definitions of leverage and of leverage factor,6534,19,0.921831488609314
How useful is the PEG Ratio for large cap stocks?,6535,25,0.5513290762901306
Is is possible to dispute IRS underpayment penalties?,6536,20,0.6560599207878113
"Should I save for my children's university education in Canada, or am I better off paying off loans and gaining debt room?",6537,27,0.417953759431839
Is a credit card deposit a normal part of the vehicle purchase process,6538,22,0.6036173105239868
How will I pay for college?,6539,27,0.8553127646446228
What are futures and how are they different from options?,6540,26,0.3062852621078491
How exactly do dividend reinvestment plans (DRIPs) work?,6541,1,0.612427294254303
Should I talk about my stocks?,6542,25,0.8552967309951782
How much should I be contributing to my 401k given my employer's contribution?,6543,8,0.5731171369552612
Can a company control its stock through contracts with stockholders?,6544,17,0.6404531598091125
Should I move my money market funds into bonds?,6545,19,0.1928226798772812
Whole life insurance - capped earnings,6546,32,0.6572485566139221
How are startup shares worth more than the total investment funding?,6547,15,0.7690566778182983
Is it better to buy put options or buy an inverse leveraged ETF?,6548,25,0.6442970037460327
"Rationale behind using 12, 26 and 9 to calculate MACD",6549,27,0.429860919713974
Interest payments for leveraged positions,6550,27,0.921829104423523
How much principal do I get back with a target-maturity ETF?,6551,27,0.7086120247840881
Receiving partial payment of overseas loan/company purchase?,6552,18,0.6300904154777527
Why is the bid-ask spread considered a cost?,6553,31,0.5329093933105469
What to do with south african currency free fall,6554,12,0.9218308329582214
Over how much time should I dollar-cost-average my bonus from cash into mutual funds?,6555,19,0.4809310734272003
Is there any data that shows how diversifying results in better returns than just sticking to an all-stock portfolio?,6556,14,0.4725354015827179
How some mutual funds pay such high dividends,6557,19,0.3789333701133728
401K - shift from agressive investment to Money Market,6558,14,0.4121919870376587
Good books for learning about tax strategy/planning,6559,18,0.39151737093925476
Are warehouse clubs like Costco and Sam's Club worth it?,6560,17,0.8552896976470947
Costs around a modern crowd-sourced hedge fund,6561,19,0.9364404082298279
How is initial stock price (IPO) of a stock determined,6562,17,0.5239871144294739
Money transfer from India to USA,6563,22,0.855318009853363
Renters Liability in Case of Liability Claims for Property Damage or Fire,6564,18,0.8396915197372437
"Planning to invest in stock, age 16",6565,25,0.47157424688339233
Why would a company issue a scrip dividend and how will this issue affect me?,6566,17,0.4379337728023529
Can you step up your cost basis indefinitely via the 0% capital gains rate?,6567,34,0.9218290448188782
Deductions greater than Income : Traditional IRA to Roth Conversion?,6568,18,0.9364412426948547
What happens if a Financial Services Company/Stockbroker goes into administration in the UK?,6569,17,0.7954149842262268
I spend too much money. How can I get on the path to a frugal lifestyle?,6570,22,0.9464483857154846
Is there any reason to choose my bank's index fund over Vanguard?,6571,19,0.8553188443183899
Forex independent investments,6572,14,0.7481476664543152
What are these fees attached to mutual fund FSEMX?,6573,13,0.8984966278076172
Is there a way to buy raw oil today and sell it in 1 year time?,6574,25,0.37158650159835815
How to know if two ETFs are 'substantially identical' according to wash sale rules?,6575,26,0.409847617149353
Market Making vs Market Taking (Quotes vs Orders),6576,25,0.7947686314582825
What are the best options for an RESP for my 2 year old kid?,6577,26,0.9218325614929199
Transferring money from 403B to 401K?,6578,22,0.855318009853363
Question about MBS and how it pays,6579,27,0.43091654777526855
"Is it smarter to buy a small amount of an ETF every 2 or 3 months, instead of monthly?",6580,22,0.6978769302368164
What cost basis accounting methods are applicable to virtual currencies?,6581,12,0.9364414811134338
Did I get screwed in taxes on a mutual fund dividend payment?,6582,1,0.39648139476776123
How does it work when the same ETF is listed on several stock exchanges?,6583,17,0.5368025898933411
interest rate on online banks,6584,34,0.47092241048812866
"Exchange rate $ ETF,s",6585,34,0.43072009086608887
Does Warren Buffett really have a lower tax rate than his secretary?,6586,34,0.563250720500946
What's the best way to manage all the 401K accounts I've accumulated from my past jobs?,6587,22,0.5873789191246033
How does cash ISA & share ISA mix together,6588,4,0.8552989959716797
Are there any other considerations for bonus sacrifice into Pension (UK),6589,0,0.9218295216560364
"If a mutual fund did really well last year, then statistically speaking, is it likely going to do bad this year?",6590,27,0.7466145157814026
How to contribute to Roth IRA when income is at the maximum limit & you have employer-sponsored 401k plans?,6591,18,0.7720926403999329
Why would a passive investor buy anything other than the market portfolio + risk free assets?,6592,25,0.4557521641254425
Any tips for asset allocation across multiple retirement accounts?,6593,32,0.6442548036575317
Closing a futures position,6594,6,0.8984981775283813
What is the psychology behind the Dead Cat Bounce Pattern and how can it be traded?,6595,22,0.9464454054832458
What's the benefit of opening a Certificate of Deposit (CD) Account?,6596,32,0.5413398146629333
What is the difference between shares and ETF?,6597,15,0.4324333071708679
What happens if a bank loses your safe deposit box?,6598,22,0.6731837391853333
Net loss not distributed by mutual funds to their shareholders?,6599,17,0.5918679237365723
How is “The People's Trust” not just another Investment Trust?,6600,14,0.7384622097015381
Pay index fund expense ratios with cash instead of fund balance,6601,19,0.5385559797286987
What's an Exchange-Traded Fund (ETF)?,6602,19,0.4373630881309509
Pros/cons for buying gold vs. saving money in an interest-based account?,6603,22,0.4155283272266388
Does keeping 'long-term' safety net in bonds make sense?,6604,7,0.45132532715797424
Fund equalisation / dividend,6605,1,0.45602256059646606
"Should I pay more into company pension, or is there a better way to save?",6606,22,0.48204195499420166
Should I Pay Off my Student Loan Debts First or Invest in an Index Fund?,6607,27,0.5408146977424622
"$700 guaranteed to not be touched for 15 years+, should I put it anywhere other than a savings account?",6608,22,0.5911668539047241
"If Bernie Madoff had invested in Berkshire Hathaway, would the ponzi actually have succeeded? ",6609,17,0.9364404678344727
Forex vs day trading for beginner investor,6610,25,0.6718877553939819
Is investing in an ETF generally your best option after establishing a Roth IRA?,6611,26,0.7473265528678894
What is the process through which a cash stock transaction clears?,6612,21,0.39134639501571655
Are lottery tickets ever a wise investment provided the jackpot is large enough?,6613,14,0.8225213885307312
Can a self-employed person have a Health Savings Account?,6614,22,0.6547106504440308
Not paying cash for a house,6615,27,0.6055570244789124
"Should we buy a house, or wait?",6616,25,0.8553106784820557
Small investing for spending money?,6617,22,0.9218335747718811
Pay off credit card debt or earn employer 401(k) match?,6618,20,0.41510260105133057
Where can I find a company's earnings history for free? ,6619,26,0.20033419132232666
Remit money to India from balance transfer of credit card,6620,20,0.7584776878356934
Do I need to own all the funds my target-date funds owns to mimic it?,6621,19,0.651947021484375
Extended family investment or pay debt and save,6622,22,0.5023695826530457
Couch Potato Portfolio for Europeans?,6623,0,0.02857142873108387
In what order should I save?,6624,25,0.748145341873169
"What bonds do I keep and which do I cash, why is the interest so different",6625,27,0.5587005019187927
"Why would I want a diversified portfolio, versus throwing my investments into an index fund?",6626,14,0.405229777097702
"When the market crashes, should I sell bonds and buy equities for the inevitable recovery? ",6627,25,0.6557990312576294
Is there anything I can do to prepare myself for the tax consequences of selling investments to buy a house?,6628,25,0.32446080446243286
How can I profit on the Chinese Real-Estate Bubble?,6629,32,0.8553101420402527
Short Term Capital Gains tax vs. IRA Withdrawal Tax w/o Quarterly Est. Taxes,6630,18,0.49312713742256165
What is a trust? What are the different types of trusts?,6631,14,0.4682582914829254
Basic index fund questions,6632,19,0.4890788793563843
Is the Yale/Swenson Asset Allocation Too Conservative for a 20 Something?,6633,16,0.7481198906898499
